Centro,Distrito Centro,Tramo Edad,Proceso,N_demandas
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,RESIDENCIA MAYORES AUTONOMOS CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,RESIDENCIA TEMPORAL MAYORES CM,7
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,RESPIRO FAMILIAR/FIN DE SEMANA / C.DÍA,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,SALUD Y SEGURIDAD SOCIAL CM,4
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,SERCAF MENORES,3
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,4
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,19
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,12
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,TELEASISTENCIA DISCAPACITADOS DEPENDENCIA,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,TELEASISTENCIA MAYORES DEPENDENCIA,3
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,TRABAJO Y EMPLEO,5
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,TUTELA ADULTOS CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,VIVIENDA,13
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS, ,VIVIENDA CM,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,0 - 3,DEPENDENCIA CM,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,18 - 24,ASOCIACIONES ONG,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,18 - 24,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,18 - 24,COBERTURA NECESIDADES BASICAS,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,18 - 24,DEPENDENCIA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,18 - 24,INGRESO MÍNIMO VITAL,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,18 - 24,RENTA MINÍMA DE INSERCIÓN,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,25 - 29,ASOCIACIONES ONG,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,25 - 29,AYUDA COMEDOR ESCOLAR,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,25 - 29,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,3
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,25 - 29,COBERTURA NECESIDADES BASICAS,6
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,25 - 29,EDUCACIÓN / CULTURA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,25 - 29,INFORME DERIVACION GENERAL,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,25 - 29,TRABAJO Y EMPLEO,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,25 - 29,TRABAJO Y EMPLEO CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,25 - 29,VIVIENDA,4
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,30 - 34,ASOCIACIONES ONG,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,30 - 34,AYUDA COMEDOR ESCOLAR,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,30 - 34,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,30 - 34,COBERTURA NECESIDADES BASICAS,6
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,30 - 34,DEPENDENCIA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,30 - 34,INGRESO MÍNIMO VITAL,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,30 - 34,RENTA MINÍMA DE INSERCIÓN,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,30 - 34,VIVIENDA,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,35 - 39,ASOCIACIONES ONG,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,35 - 39,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,3
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,35 - 39,COBERTURA NECESIDADES BASICAS,3
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,35 - 39,DEPENDENCIA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,35 - 39,INGRESO MÍNIMO VITAL,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,35 - 39,PROYECTOS PROPIOS DEL DISTRITO,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,35 - 39,RENTA MINÍMA DE INSERCIÓN,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,35 - 39,TITULO FAMILIA NUMEROSA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,35 - 39,VIVIENDA,9
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,35 - 39,VIVIENDA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,4 - 11,DEPENDENCIA CM,5
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,ASOCIACIONES ONG,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,AYUDA COMEDOR ESCOLAR,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,BECAS COMEDOR ESCOLAR CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,COBERTURA NECESIDADES BASICAS,6
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,DEPENDENCIA CM,4
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,EDUCACIÓN / CULTURA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,EDUCADOR SOCIAL,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,INGRESO MÍNIMO VITAL,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,SALUD Y SEGURIDAD SOCIAL CM,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,TRABAJO Y EMPLEO,3
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,VIVIENDA,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,40 - 44,VIVIENDA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,45 - 49,ASOCIACIONES ONG,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,45 - 49,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,45 - 49,AYUDA PAGO NECESIDADES DE ALOJAMIENTO,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,45 - 49,COBERTURA NECESIDADES BASICAS,4
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,45 - 49,CURSOS Y ACTIVIDADES DE FORMACIÓN,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,45 - 49,DEPENDENCIA CM,3
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,45 - 49,EDUCACIÓN / CULTURA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,45 - 49,EDUCADOR SOCIAL,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,45 - 49,RENTA MINÍMA DE INSERCIÓN,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,45 - 49,VIVIENDA,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,45 - 49,VOLUNTARIOS CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,50 - 54,COBERTURA NECESIDADES BASICAS,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,50 - 54,DEPENDENCIA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,50 - 54,RENTA MINÍMA DE INSERCIÓN,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,50 - 54,RETORNO VOLUNTARIO PAIS DE ORIGEN,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,50 - 54,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,50 - 54,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,50 - 54,TELEASISTENCIA DISCAPACITADOS DEPENDENCIA,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,50 - 54,VIVIENDA,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,55 - 59,ASOCIACIONES ONG,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,55 - 59,COBERTURA NECESIDADES BASICAS,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,55 - 59,DEPENDENCIA CM,5
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,55 - 59,INGRESO MÍNIMO VITAL,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,55 - 59,PENSION NO CONTRIBUTIVA INVALIDEZ,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,55 - 59,RENTA MINÍMA DE INSERCIÓN,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,55 - 59,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,55 - 59,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,55 - 59,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,55 - 59,TELEASISTENCIA DISCAPACITADOS ASP,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,55 - 59,TRABAJO Y EMPLEO,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,60 - 64,COBERTURA NECESIDADES BASICAS,3
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,60 - 64,DEPENDENCIA CM,4
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,60 - 64,SALUD Y SEGURIDAD SOCIAL CM,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,60 - 64,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,60 - 64,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,60 - 64,TELEASISTENCIA DISCAPACITADOS DEPENDENCIA,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,60 - 64,TELEASISTENCIA MAYORES ASP,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,65 - 69,DEPENDENCIA CM,5
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,65 - 69,PENSION NO CONTRIBUTIVA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,65 - 69,SALUD Y SEGURIDAD SOCIAL CM,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,65 - 69,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,65 - 69,TELEASISTENCIA MAYORES ASP,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,65 - 69,VIVIENDA,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,70 - 74,CENTRO DE MAYORES CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,70 - 74,DEPENDENCIA CM,5
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,70 - 74,PENSION NO CONTRIBUTIVA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,70 - 74,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,3
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,70 - 74,TELEASISTENCIA MAYORES ASP,12
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,75 - 79,DEPENDENCIA CM,14
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,75 - 79,PENSION NO CONTRIBUTIVA CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,75 - 79,SALUD Y SEGURIDAD SOCIAL CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,75 - 79,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,2
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,75 - 79,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,10
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,75 - 79,TELEASISTENCIA MAYORES ASP,8
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,80 - 84,AYUDAS ACONDICIONAMIENTO GERIATRICO,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,80 - 84,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),3
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,80 - 84,DEPENDENCIA CM,14
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,80 - 84,RESIDENCIA MAYORES AUTONOMOS CM,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,80 - 84,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,11
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,80 - 84,TELEASISTENCIA MAYORES ASP,13
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,>=85,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,>=85,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,>=85,COMIDA A DOMICILIO,1
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,>=85,DEPENDENCIA CM,24
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,>=85,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,8
CSS Ramón Pérez De Ayala,PUENTE DE VALLECAS,>=85,TELEASISTENCIA MAYORES ASP,7
CSS Retiro,RETIRO, ,ACOGIMIENTO FAMILIAR EN FAMILIA EXTENSA CM,1
CSS Retiro,RETIRO, ,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,27
CSS Retiro,RETIRO, ,ACTIVIDADES PREVENTIVAS DE ESP. NECESIDAD MENORES,1
CSS Retiro,RETIRO, ,APARTAMENTOS MUNICIPALES DE MAYORES,1
CSS Retiro,RETIRO, ,APOYO SOCIOEDUCATIVO Y PRELABORAL ADOLESCENTES (ASPA),1
CSS Retiro,RETIRO, ,ASOCIACIONES ONG,12
CSS Retiro,RETIRO, ,ATENCIÓN PSICOLOGICA,5
CSS Retiro,RETIRO, ,AYUDA COMEDOR ESCOLAR,13
CSS Retiro,RETIRO, ,AYUDA ECONÓMICA COMEDOR ESCOLAR,53
CSS Retiro,RETIRO, ,AYUDA ECONÓMICA COMEDOR PARA MAYORES,2
CSS Retiro,RETIRO, ,AYUDA ECONÓMICA ESCUELA INFANTIL,7
CSS Retiro,RETIRO, ,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,52
CSS Retiro,RETIRO, ,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,132
CSS Retiro,RETIRO, ,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,49
CSS Retiro,RETIRO, ,AYUDA ESCUELA INFANTIL,1
CSS Retiro,RETIRO, ,AYUDA PAGO NECESIDADES DE ALOJAMIENTO,5
CSS Retiro,RETIRO, ,AYUDAS ACONDICIONAMIENTO GERIATRICO,1
CSS Retiro,RETIRO, ,BECAS COMEDOR ESCOLAR CM,14
CSS Retiro,RETIRO, ,CAMA ARTICULADA,4
CSS Retiro,RETIRO, ,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,15
CSS Retiro,RETIRO, ,CENTRO DE APOYO A LA FAMILIA,1
CSS Retiro,RETIRO, ,CENTRO DE ATENCION INFANCIA (CAI),5
CSS Retiro,RETIRO, ,CENTRO DE ATENCION SOCIAL A MUJERES,1
CSS Retiro,RETIRO, ,CENTRO DE DIA PARA MENORES (CRUZ ROJA),4
CSS Retiro,RETIRO, ,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),3
CSS Retiro,RETIRO, ,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),12
CSS Retiro,RETIRO, ,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),18
CSS Retiro,RETIRO, ,CENTRO DE DÍA DEPENDENCIA (PERSONAS CON DETERIORO FÍSICO O RELACIONAL),1
CSS Retiro,RETIRO, ,CENTROS ABIERTOS ,2
CSS Retiro,RETIRO, ,CENTROS MUNICIPALES MAYORES,2
CSS Retiro,RETIRO, ,COBERTURA NECESIDADES BASICAS,16
CSS Retiro,RETIRO, ,COMIDA A DOMICILIO,16
CSS Retiro,RETIRO, ,CURSOS Y ACTIVIDADES DE FORMACIÓN,1
CSS Retiro,RETIRO, ,DEPENDENCIA CM,204
CSS Retiro,RETIRO, ,EDUCACIÓN / CULTURA CM,9
CSS Retiro,RETIRO, ,EDUCADOR SOCIAL,7
CSS Retiro,RETIRO, ,GRÚA,4
CSS Retiro,RETIRO, ,GUARDA ORDINARIA,3
CSS Retiro,RETIRO, ,GUARDA URGENTE,1
CSS Retiro,RETIRO, ,INFORME SOCIAL FISCALIA DE MENORES,1
CSS Retiro,RETIRO, ,INFORME SOCIAL GENERAL,2
CSS Retiro,RETIRO, ,INFORME SOCIAL JUZGADOS FAMILIA,5
CSS Retiro,RETIRO, ,INFORME SOCIAL JUZGADOS INSTRUCCION,1
CSS Retiro,RETIRO, ,INGRESO MÍNIMO VITAL,68
CSS Retiro,RETIRO, ,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,2
CSS Retiro,RETIRO, ,ORIENTADOR SOCIO-LABORAL,33
CSS Retiro,RETIRO, ,PENSION NO CONTRIBUTIVA CM,11
CSS Retiro,RETIRO, ,PROYECTOS PROPIOS DEL DISTRITO,25
CSS Retiro,RETIRO, ,RENTA MINÍMA DE INSERCIÓN,70
CSS Retiro,RETIRO, ,RESIDENCIA (MAYORES CON DETERIORO FÍSICO O RELACIONAL) ,5
CSS Retiro,RETIRO, ,RESIDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),4
CSS Retiro,RETIRO, ,RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),46
CSS Retiro,RETIRO, ,RESIDENCIA MAYORES AUTONOMOS CM,3
CSS Retiro,RETIRO, ,RESIDENCIA MAYORES DE EMERGENCIA SOCIAL,1
CSS Retiro,RETIRO, ,RESIDENCIA PRIVADA MAYORES,7
CSS Retiro,RETIRO, ,RESIDENCIA TEMPORAL MAYORES CM,4
CSS Retiro,RETIRO, ,RESPIRO FAMILIAR/FIN DE SEMANA / C.DÍA,1
CSS Retiro,RETIRO, ,RETORNO VOLUNTARIO PAIS DE ORIGEN,1
CSS Retiro,RETIRO, ,SALUD Y SEGURIDAD SOCIAL CM,8
CSS Retiro,RETIRO, ,SERCAF MENORES,2
CSS Retiro,RETIRO, ,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),2
CSS Retiro,RETIRO, ,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,2
CSS Retiro,RETIRO, ,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,147
CSS Retiro,RETIRO, ,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,160
CSS Retiro,RETIRO, ,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,8
CSS Retiro,RETIRO, ,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,13
CSS Retiro,RETIRO, ,TELEASISTENCIA DISCAPACITADOS DEPENDENCIA,2
CSS Retiro,RETIRO, ,TELEASISTENCIA MAYORES ASP,31
CSS Retiro,RETIRO, ,TELEASISTENCIA MAYORES DEPENDENCIA,40
CSS Retiro,RETIRO, ,TRABAJO Y EMPLEO,14
CSS Retiro,RETIRO, ,TRABAJO Y EMPLEO CM,1
CSS Retiro,RETIRO, ,TUTELA ADULTOS CM,3
CSS Retiro,RETIRO, ,VIVIENDA,60
CSS Retiro,RETIRO, ,VIVIENDA CM,16
CSS Retiro,RETIRO,12 - 17,DEPENDENCIA CM,1
CSS Retiro,RETIRO,18 - 24,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,6
CSS Retiro,RETIRO,18 - 24,AYUDA PAGO NECESIDADES DE ALOJAMIENTO,1
CSS Retiro,RETIRO,18 - 24,DEPENDENCIA CM,2
CSS Retiro,RETIRO,18 - 24,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,1
CSS Retiro,RETIRO,18 - 24,RETORNO VOLUNTARIO PAIS DE ORIGEN,1
CSS Retiro,RETIRO,18 - 24,TRABAJO Y EMPLEO,3
CSS Retiro,RETIRO,18 - 24,VIVIENDA,1
CSS Retiro,RETIRO,25 - 29,AYUDA ECONÓMICA COMEDOR ESCOLAR,3
CSS Retiro,RETIRO,25 - 29,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,9
CSS Retiro,RETIRO,25 - 29,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,2
CSS Retiro,RETIRO,25 - 29,BECAS COMEDOR ESCOLAR CM,3
CSS Retiro,RETIRO,25 - 29,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,1
CSS Retiro,RETIRO,25 - 29,DEPENDENCIA CM,3
CSS Retiro,RETIRO,25 - 29,INGRESO MÍNIMO VITAL,1
CSS Retiro,RETIRO,25 - 29,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,1
CSS Retiro,RETIRO,25 - 29,PROYECTOS PROPIOS DEL DISTRITO,2
CSS Retiro,RETIRO,25 - 29,RENTA MINÍMA DE INSERCIÓN,1
CSS Retiro,RETIRO,25 - 29,SALUD Y SEGURIDAD SOCIAL CM,2
CSS Retiro,RETIRO,25 - 29,TRABAJO Y EMPLEO,2
CSS Retiro,RETIRO,25 - 29,VIVIENDA,3
CSS Retiro,RETIRO,25 - 29,VIVIENDA CM,1
CSS Retiro,RETIRO,30 - 34,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,1
CSS Retiro,RETIRO,30 - 34,AYUDA ECONÓMICA COMEDOR ESCOLAR,1
CSS Retiro,RETIRO,30 - 34,AYUDA ECONÓMICA ESCUELA INFANTIL,2
CSS Retiro,RETIRO,30 - 34,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,2
CSS Retiro,RETIRO,30 - 34,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,7
CSS Retiro,RETIRO,30 - 34,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,3
CSS Retiro,RETIRO,30 - 34,BECAS COMEDOR ESCOLAR CM,2
CSS Retiro,RETIRO,30 - 34,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,2
CSS Retiro,RETIRO,30 - 34,DEPENDENCIA CM,2
CSS Retiro,RETIRO,30 - 34,INGRESO MÍNIMO VITAL,2
CSS Retiro,RETIRO,30 - 34,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,2
CSS Retiro,RETIRO,30 - 34,RENTA MINÍMA DE INSERCIÓN,3
CSS Retiro,RETIRO,30 - 34,TRABAJO Y EMPLEO,2
CSS Retiro,RETIRO,30 - 34,VIVIENDA,3
CSS Retiro,RETIRO,30 - 34,VIVIENDA CM,1
CSS Retiro,RETIRO,35 - 39,AYUDA ECONÓMICA COMEDOR ESCOLAR,2
CSS Retiro,RETIRO,35 - 39,AYUDA ECONÓMICA ESCUELA INFANTIL,4
CSS Retiro,RETIRO,35 - 39,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,16
CSS Retiro,RETIRO,35 - 39,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,8
CSS Retiro,RETIRO,35 - 39,AYUDA ESCUELA INFANTIL,2
CSS Retiro,RETIRO,35 - 39,AYUDA PAGO NECESIDADES DE ALOJAMIENTO,1
CSS Retiro,RETIRO,35 - 39,BECAS COMEDOR ESCOLAR CM,1
CSS Retiro,RETIRO,35 - 39,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,4
CSS Retiro,RETIRO,35 - 39,CENTRO DE APOYO A LA FAMILIA,1
CSS Retiro,RETIRO,35 - 39,CENTROS ESCOLARES CM,1
CSS Retiro,RETIRO,35 - 39,COBERTURA NECESIDADES BASICAS,1
CSS Retiro,RETIRO,35 - 39,CURSOS Y ACTIVIDADES DE FORMACIÓN,1
CSS Retiro,RETIRO,35 - 39,DEPENDENCIA CM,9
CSS Retiro,RETIRO,35 - 39,EDUCACIÓN / CULTURA CM,1
CSS Retiro,RETIRO,35 - 39,INGRESO MÍNIMO VITAL,5
CSS Retiro,RETIRO,35 - 39,PROYECTOS PROPIOS DEL DISTRITO,2
CSS Retiro,RETIRO,35 - 39,RENTA MINÍMA DE INSERCIÓN,2
CSS Retiro,RETIRO,35 - 39,SALUD Y SEGURIDAD SOCIAL CM,4
CSS Retiro,RETIRO,35 - 39,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,1
CSS Retiro,RETIRO,35 - 39,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,1
CSS Retiro,RETIRO,35 - 39,TRABAJO Y EMPLEO,6
CSS Retiro,RETIRO,35 - 39,TRABAJO Y EMPLEO CM,1
CSS Retiro,RETIRO,35 - 39,VIVIENDA,5
CSS Retiro,RETIRO,35 - 39,VIVIENDA CM,2
CSS Retiro,RETIRO,40 - 44,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,2
CSS Retiro,RETIRO,40 - 44,ACTIVIDADES PREVENTIVAS DE ESP. NECESIDAD MENORES,2
CSS Retiro,RETIRO,40 - 44,AYUDA ECONÓMICA ESCUELA INFANTIL,1
